name,ideology,ideology_icon,city,state,is_statewide,is_headquarters,group,latitude,longitude,ideology_link,group_link,latitude_longitude_appended
Keystone State Skinheads,Racist Skinhead,racist-skinhead,Harrisburg,Pennsylvania,FALSE,TRUE,Keystone United,40.27,-76.88,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,https://www.splcenter.org/fighting-hate/extremist-files/group/keystone-united,"40.27, -76.88"
Keystone State Skinheads,Racist Skinhead,racist-skinhead,Philadelphia,Pennsylvania,FALSE,FALSE,Keystone United,39.95,-75.16,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,https://www.splcenter.org/fighting-hate/extremist-files/group/keystone-united,"39.95, -75.16"
Robert Sungenis,Radical Traditional Catholicism,rad-trad-catholicism,State Line,Pennsylvania,FALSE,TRUE,,39.722976,-77.724641,https://www.splcenter.org/fighting-hate/extremist-files/ideology/radical-traditional-catholicism,,"39.722976, -77.724641"
Catholic Counterpoint,Radical Traditional Catholicism,rad-trad-catholicism,Broomall,Pennsylvania,FALSE,TRUE,,39.971667,-75.354722,https://www.splcenter.org/fighting-hate/extremist-files/ideology/radical-traditional-catholicism,,"39.971667, -75.354722"
Nation of Islam,Black Separatist,black-separatist,Pittsburgh,Pennsylvania,FALSE,FALSE,Nation of Islam,40.44,-79.87,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"40.44, -79.87"
"Israelite Church of God in Jesus Christ, The",Black Separatist,black-separatist,Allentown,Pennsylvania,FALSE,FALSE,,40.607381,-75.478166,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"40.607381, -75.478166"
Israelite Church of God in Jesus Christ,Black Separatist,black-separatist,Philadelphia,Pennsylvania,FALSE,FALSE,,39.99,-75.11,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"39.99, -75.11"
"Israelite Church of God in Jesus Christ, The",Black Separatist,black-separatist,Pittsburgh,Pennsylvania,FALSE,FALSE,,40.44,-79.99,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"40.44, -79.99"
National Socialist Movement,Neo-Nazi,neo-nazi,,Pennsylvania,TRUE,FALSE,National Socialist Movement,41.2,-77.19,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,https://www.splcenter.org/fighting-hate/extremist-files/group/national-socialist-movement,"41.2, -77.19"
Poker Face,Hate Music,racist-music,Allentown,Pennsylvania,FALSE,TRUE,,40.6,-75.47,https://www.splcenter.org/fighting-hate/extremist-files/ideology/hate-music,,"40.6, -75.47"
As-Sabiqun,General Hate,other,Philadelphia,Pennsylvania,FALSE,FALSE,,39.959811,-75.16074,https://www.splcenter.org/fighting-hate/extremist-files/ideology/general-hate,,"39.959811, -75.16074"
Reformation-Bible Puritan-Baptist Church/Vatican Assassins,General Hate,other,Newmanstown,Pennsylvania,FALSE,TRUE,,40.349536,-76.213282,https://www.splcenter.org/fighting-hate/extremist-files/ideology/general-hate,,"40.349536, -76.213282"
H.L. Mencken Club,White Nationalist,white-nationalist,Elizabethtown,Pennsylvania,FALSE,TRUE,,40.152871,-76.602745,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"40.152871, -76.602745"
Nation of Islam,Black Separatist,black-separatist,Harrisburg,Pennsylvania,FALSE,FALSE,Nation of Islam,40.276554,-76.869213,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"40.276554, -76.869213"
European American Action Coalition,White Nationalist,white-nationalist,Pittston,Pennsylvania,FALSE,TRUE,,41.325913,-75.78936,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"41.325913, -75.78936"
American Family Association,Anti-LGBT,anti-lgbt,Franklin,Pennsylvania,FALSE,FALSE,American Family Association,41.397835,-79.831443,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt,https://www.splcenter.org/fighting-hate/extremist-files/group/american-family-association,"41.397835, -79.831443"
Ku Klos Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Oil City,Pennsylvania,FALSE,FALSE,,41.43,-79.7,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"41.43, -79.7"
Aryan Strikeforce,Racist Skinhead,racist-skinhead,,Pennsylvania,TRUE,FALSE,,41.2,-77.19,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"41.2, -77.19"
Militant Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Dixonville,Pennsylvania,FALSE,TRUE,,40.71,-79,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"40.71, -79"
Ku Klos Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Bally,Pennsylvania,FALSE,FALSE,,40.4,-75.58,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"40.4, -75.58"
Israelite School of Universal Practical Knowledge,Black Separatist,black-separatist,Philadelphia,Pennsylvania,FALSE,FALSE,,39.95,-75.16,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"39.95, -75.16"
Israel United In Christ,Black Separatist,black-separatist,Pittsburgh,Pennsylvania,FALSE,FALSE,,40.44,-79.99,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"40.44, -79.99"
Supreme White Alliance,Racist Skinhead,racist-skinhead,,Pennsylvania,TRUE,FALSE,,41.2,-77.19,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"41.2, -77.19"
"Shoebat Foundation, The",Anti-Muslim,anti-muslim,Newtown,Pennsylvania,FALSE,TRUE,,40.22,-74.93,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"40.22, -74.93"
Blood and Honour Social Club,Racist Skinhead,racist-skinhead,,Pennsylvania,TRUE,FALSE,Blood & Honour,41.2,-77.19,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,https://www.splcenter.org/fighting-hate/extremist-files/group/blood-honour,"41.2, -77.19"
East Coast Knights Of The True Invisible Empire,Ku Klux Klan,kkk,Girardville,Pennsylvania,FALSE,FALSE,,40.79,-76.28,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"40.79, -76.28"
Ku Klos Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Meadville,Pennsylvania,FALSE,FALSE,,41.64,-80.15,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"41.64, -80.15"
Traditionalist American Knights of the Ku Klux Klan,Ku Klux Klan,kkk,,Pennsylvania,TRUE,FALSE,,41.2,-77.19,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"41.2, -77.19"
United Klans of America,Ku Klux Klan,kkk,,Pennsylvania,TRUE,FALSE,,41.2,-77.19,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"41.2, -77.19"
The Right Stuff,White Nationalist,white-nationalist,,Pennsylvania,TRUE,FALSE,,40.65,-75.57,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"40.65, -75.57"
Traditionalist Worker Party,White Nationalist,white-nationalist,Philadelphia,Pennsylvania,FALSE,FALSE,,39.95,-75.16,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"39.95, -75.16"
The Daily Stormer,Neo-Nazi,neo-nazi,Pittsburgh,Pennsylvania,FALSE,FALSE,,40.44,-79.99,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"40.44, -79.99"
Werewolf 88,Neo-Nazi,neo-nazi,,Pennsylvania,TRUE,FALSE,,41.2,-77.19,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"41.2, -77.19"
Be Active Front USA,Racist Skinhead,racist-skinhead,,Pennsylvania,TRUE,FALSE,,41.2,-77.19,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"41.2, -77.19"
Committee for Open Debate on the Holocaust,Holocaust Denial,holocaust-denial,York,Pennsylvania,FALSE,FALSE,,39.96,-76.72,https://www.splcenter.org/fighting-hate/extremist-files/ideology/holocaust-denial,,"39.96, -76.72"
Altra Firearms,Anti-Muslim,anti-muslim,Jackson Center,Pennsylvania,FALSE,FALSE,,41.23,-80.1,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"41.23, -80.1"
The Daily Stormer,Neo-Nazi,neo-nazi,Philadelphia,Pennsylvania,FALSE,FALSE,,39.95,-75.16,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"39.95, -75.16"
American Vanguard,White Nationalist,white-nationalist,,Pennsylvania,TRUE,FALSE,,41.2,-77.19,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"41.2, -77.19"
Gallows Tree Wotansvolk Alliance,Neo-Nazi,neo-nazi,,Rhode Island,TRUE,FALSE,,41.58,-71.47,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"41.58, -71.47"
Confederate White Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Walterboro,South Carolina,FALSE,FALSE,,32.9,-80.66,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"32.9, -80.66"
Nation of Islam,Black Separatist,black-separatist,Charleston,South Carolina,FALSE,FALSE,Nation of Islam,32.86,-79.97,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"32.86, -79.97"
Nation of Islam,Black Separatist,black-separatist,Columbia,South Carolina,FALSE,FALSE,Nation of Islam,34.05,-81,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"34.05, -81"
League of the South,Neo-Confederate,neo-confederate,Aiken,South Carolina,FALSE,FALSE,League of the South,33.560416,-81.719553,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,https://www.splcenter.org/fighting-hate/extremist-files/group/league-south,"33.560416, -81.719553"
Nation of Islam,Black Separatist,black-separatist,Greenville,South Carolina,FALSE,FALSE,Nation of Islam,34.85,-82.37,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"34.85, -82.37"
Patriotic Flags,White Nationalist,white-nationalist,Charleston,South Carolina,FALSE,TRUE,,32.996209,-80.184261,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"32.996209, -80.184261"
Dixie Republic,Neo-Confederate,neo-confederate,Travelers Rest,South Carolina,FALSE,FALSE,,34.967616,-82.443454,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,,"34.967616, -82.443454"
True Light Pentecost Church,Anti-LGBT,anti-lgbt,Spartanburg,South Carolina,FALSE,TRUE,,34.949567,-81.932048,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt,,"34.949567, -81.932048"
Loyal White Knights of the Ku Klux Klan,Ku Klux Klan,kkk,,South Carolina,TRUE,FALSE,,33.83,-81.16,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"33.83, -81.16"
Southern National Congress,Neo-Confederate,neo-confederate,Travelers Rest,South Carolina,FALSE,FALSE,,34.967616,-82.443454,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,,"34.967616, -82.443454"
Bob's Underground Graduate Seminar/BUGS,White Nationalist,white-nationalist,Columbia,South Carolina,FALSE,TRUE,,34.029122,-81.003682,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"34.029122, -81.003682"
Southern Future,Neo-Confederate,neo-confederate,Aiken,South Carolina,FALSE,TRUE,,33.43,-81.75,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,,"33.43, -81.75"
Midland hammerskins,Racist Skinhead,racist-skinhead,,South Dakota,TRUE,FALSE,,43.96,-99.9,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"43.96, -99.9"
American Clarion,General Hate,other,Rapid City,South Dakota,FALSE,TRUE,,44.060017,-103.139148,https://www.splcenter.org/fighting-hate/extremist-files/ideology/general-hate,,"44.060017, -103.139148"
Fundamentalist Latter Day Saints,General Hate,other,,South Dakota,TRUE,FALSE,Fundamentalist Church of Jesus Christ of Latter-Day Saints,43.05,-103.74,https://www.splcenter.org/fighting-hate/extremist-files/ideology/general-hate,https://www.splcenter.org/fighting-hate/extremist-files/group/fundamentalist-church-jesus-christ-latter-day-saints,"43.05, -103.74"
Fundamentalist Latter Day Saints,General Hate,other,Pringle,South Dakota,FALSE,FALSE,Fundamentalist Church of Jesus Christ of Latter-Day Saints,43.6,-103.59,https://www.splcenter.org/fighting-hate/extremist-files/ideology/general-hate,https://www.splcenter.org/fighting-hate/extremist-files/group/fundamentalist-church-jesus-christ-latter-day-saints,"43.6, -103.59"
ACT for America,Anti-Muslim,anti-muslim,Rapid City,South Dakota,FALSE,FALSE,,44.08,-103.23,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"44.08, -103.23"
PzG Inc.,Neo-Nazi,neo-nazi,Rapid City,South Dakota,FALSE,FALSE,,44.08,-103.23,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"44.08, -103.23"
Keep South Dakota Safe PAC,Anti-Muslim,anti-muslim,Aberdeen,South Dakota,FALSE,FALSE,,45.46,-98.48,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"45.46, -98.48"
Council of Conservative Citizens,White Nationalist,white-nationalist,Franklin,Tennessee,FALSE,FALSE,Council of Conservative Citizens,35.925063,-86.868889,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,https://www.splcenter.org/fighting-hate/extremist-files/group/council-conservative-citizens,"35.925063, -86.868889"
Sacred Truth Publishing & Ministries,Christian Identity,christian-identity,Mountain City,Tennessee,FALSE,TRUE,,36.47,-81.8,https://www.splcenter.org/fighting-hate/extremist-files/ideology/christian-identity,,"36.47, -81.8"
Nation of Islam,Black Separatist,black-separatist,Memphis,Tennessee,FALSE,FALSE,Nation of Islam,35.133211,-90.032478,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"35.133211, -90.032478"
Nation of Islam,Black Separatist,black-separatist,Chattanooga,Tennessee,FALSE,FALSE,Nation of Islam,35,-85.31,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"35, -85.31"
"Political Cesspool, The",White Nationalist,white-nationalist,Bartlett,Tennessee,FALSE,TRUE,,35.15,-90.05,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"35.15, -90.05"
League of the South,Neo-Confederate,neo-confederate,Lobelville,Tennessee,FALSE,FALSE,League of the South,35.77201,-87.783912,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,https://www.splcenter.org/fighting-hate/extremist-files/group/league-south,"35.77201, -87.783912"
Mary Noel Kershaw Foundation,Neo-Confederate,neo-confederate,Lobelville,Tennessee,FALSE,TRUE,,35.77,-87.78,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,,"35.77, -87.78"
National Socialist Movement,Neo-Nazi,neo-nazi,,Tennessee,TRUE,FALSE,National Socialist Movement,35.51,-86.58,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,https://www.splcenter.org/fighting-hate/extremist-files/group/national-socialist-movement,"35.51, -86.58"
Ku Klos Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Church Hill,Tennessee,FALSE,TRUE,,36.52,-82.71,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"36.52, -82.71"
Political Islam,Anti-Muslim,anti-muslim,Nashville,Tennessee,FALSE,TRUE,,36.159543,-86.790958,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"36.159543, -86.790958"
Confederate Hammerskins,Racist Skinhead,racist-skinhead,Nashville,Tennessee,FALSE,FALSE,,36.16,-86.78,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"36.16, -86.78"
Citizen Warrior,Anti-Muslim,anti-muslim,Nashville,Tennessee,FALSE,TRUE,,36.17,-86.78,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"36.17, -86.78"
Ku Klos Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Lexington,Tennessee,FALSE,FALSE,,35.65,-88.39,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"35.65, -88.39"
Ku Klos Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Memphis,Tennessee,FALSE,FALSE,,35.14,-90.04,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"35.14, -90.04"
Southern National Congress,Neo-Confederate,neo-confederate,,Tennessee,TRUE,FALSE,,35.89,-86.96,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,,"35.89, -86.96"
Ku Klos Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Butler,Tennessee,FALSE,FALSE,,36.35,-82.03,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"36.35, -82.03"
Ku Klos Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Knoxville,Tennessee,FALSE,FALSE,,35.96,-83.92,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"35.96, -83.92"
National Alliance,Neo-Nazi,neo-nazi,Laurel Bloomery,Tennessee,FALSE,FALSE,National Alliance,36.56,-81.75,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,https://www.splcenter.org/fighting-hate/extremist-files/group/national-alliance,"36.56, -81.75"
Ku Klos Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Hendersonville,Tennessee,FALSE,FALSE,,36.3,-86.61,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"36.3, -86.61"
Ku Klos Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Erwin,Tennessee,FALSE,FALSE,,36.14,-82.41,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"36.14, -82.41"
New Black Panther Party,Black Separatist,black-separatist,Nashville,Tennessee,FALSE,FALSE,New Black Panther Party,36.16,-86.78,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/new-black-panther-party,"36.16, -86.78"
Militant Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Gladeville,Tennessee,FALSE,FALSE,,36.11,-86.41,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"36.11, -86.41"
Ku Klos Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Hixson,Tennessee,FALSE,FALSE,,35.13,-85.23,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"35.13, -85.23"
Israel United In Christ,Black Separatist,black-separatist,Memphis,Tennessee,FALSE,FALSE,,35.11,-90,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"35.11, -90"
American Eagle Party,White Nationalist,white-nationalist,Gatlinburg,Tennessee,FALSE,TRUE,,35.75,-83.35,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"35.75, -83.35"
Crew 38,Racist Skinhead,racist-skinhead,,Tennessee,TRUE,FALSE,,35.51,-86.58,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"35.51, -86.58"
Aryan Strikeforce,Racist Skinhead,racist-skinhead,,Tennessee,TRUE,FALSE,,35.51,-86.58,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"35.51, -86.58"
Aryan Renaissance Society,Neo-Nazi,neo-nazi,,Tennessee,TRUE,FALSE,,35.51,-86.58,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"35.51, -86.58"
ACT for America,Anti-Muslim,anti-muslim,Memphis,Tennessee,FALSE,FALSE,,35.14,-90.04,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"35.14, -90.04"
United Klans of America,Ku Klux Klan,kkk,McMinnville,Tennessee,FALSE,FALSE,,35.68,-85.78,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"35.68, -85.78"
Aryan Nations Sadistic Souls MC,Neo-Nazi,neo-nazi,,Tennessee,TRUE,FALSE,,35.51,-86.58,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"35.51, -86.58"
ACT for America,Anti-Muslim,anti-muslim,Knoxville,Tennessee,FALSE,FALSE,,35.96,-83.92,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"35.96, -83.92"
Lincoln County Citizen Action Network,Anti-Muslim,anti-muslim,Fayetteville,Tennessee,FALSE,TRUE,,35.15,-86.57,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"35.15, -86.57"
The Daily Stormer,Neo-Nazi,neo-nazi,Nashville,Tennessee,FALSE,FALSE,,36.16,-86.78,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"36.16, -86.78"
White Lives Matter - TN,White Nationalist,white-nationalist,,Tennessee,TRUE,FALSE,,35.51,-86.58,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"35.51, -86.58"
Ku Klos Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Murfreesboro,Tennessee,FALSE,FALSE,,35.84,-86.39,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"35.84, -86.39"
Soldiers of Odin,Anti-Muslim,anti-muslim,,Tennessee,TRUE,FALSE,,35.51,-86.58,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"35.51, -86.58"
American Constitution Center,Anti-Muslim,anti-muslim,Nashville,Tennessee,FALSE,FALSE,,36.16,-86.78,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"36.16, -86.78"
New Black Panther Party,Black Separatist,black-separatist,Dallas,Texas,FALSE,FALSE,New Black Panther Party,32.76,-96.76,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/new-black-panther-party,"32.76, -96.76"
Nation of Islam,Black Separatist,black-separatist,Houston,Texas,FALSE,FALSE,Nation of Islam,29.698225,-95.357319,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"29.698225, -95.357319"
Power of Prophecy,General Hate,other,Austin,Texas,FALSE,TRUE,,30.300618,-97.874408,https://www.splcenter.org/fighting-hate/extremist-files/ideology/general-hate,,"30.300618, -97.874408"
League of the South,Neo-Confederate,neo-confederate,Conroe,Texas,FALSE,FALSE,League of the South,30.16,-95.42,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,https://www.splcenter.org/fighting-hate/extremist-files/group/league-south,"30.16, -95.42"
League of the South,Neo-Confederate,neo-confederate,La Porte,Texas,FALSE,FALSE,League of the South,29.652277,-95.02727,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,https://www.splcenter.org/fighting-hate/extremist-files/group/league-south,"29.652277, -95.02727"
Nation of Islam,Black Separatist,black-separatist,Dallas,Texas,FALSE,FALSE,Nation of Islam,32.766133,-96.772526,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"32.766133, -96.772526"
New Black Panther Party,Black Separatist,black-separatist,Tomball,Texas,FALSE,FALSE,New Black Panther Party,30.09,-95.62,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/new-black-panther-party,"30.09, -95.62"
League of the South,Neo-Confederate,neo-confederate,Waxahachie,Texas,FALSE,FALSE,League of the South,32.386531,-96.848331,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,https://www.splcenter.org/fighting-hate/extremist-files/group/league-south,"32.386531, -96.848331"
Nation of Islam,Black Separatist,black-separatist,Fort Worth,Texas,FALSE,FALSE,Nation of Islam,32.72,-97.31,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"32.72, -97.31"
ISD Records,Hate Music,racist-music,Denison,Texas,FALSE,TRUE,,33.75,-96.53,https://www.splcenter.org/fighting-hate/extremist-files/ideology/hate-music,,"33.75, -96.53"
Nation of Islam,Black Separatist,black-separatist,Texarkana,Texas,FALSE,FALSE,Nation of Islam,33.43,-94.07,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"33.43, -94.07"
Nation of Islam,Black Separatist,black-separatist,Austin,Texas,FALSE,FALSE,Nation of Islam,30.3,-97.66,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"30.3, -97.66"
Tom Brown Ministries,Anti-LGBT,anti-lgbt,El Paso,Texas,FALSE,TRUE,,31.781896,-106.459373,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt,,"31.781896, -106.459373"
National Socialist Movement,Neo-Nazi,neo-nazi,,Texas,TRUE,FALSE,National Socialist Movement,31.96,-99.9,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,https://www.splcenter.org/fighting-hate/extremist-files/group/national-socialist-movement,"31.96, -99.9"
Faith and Heritage,White Nationalist,white-nationalist,Killeen,Texas,FALSE,TRUE,,31.11,-97.72,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"31.11, -97.72"
Ku Klos Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Gatesville,Texas,FALSE,FALSE,,31.43,-97.74,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"31.43, -97.74"
American Freedom Party,White Nationalist,white-nationalist,Granbury,Texas,FALSE,FALSE,American Freedom Party,32.432289,-97.782932,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,https://www.splcenter.org/fighting-hate/extremist-files/group/american-freedom-party,"32.432289, -97.782932"
East Coast Knights Of The True Invisible Empire,Ku Klux Klan,kkk,Venus,Texas,FALSE,TRUE,,32.43,-97.1,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"32.43, -97.1"
Southern National Congress,Neo-Confederate,neo-confederate,,Texas,FALSE,FALSE,,30.54,-97.62,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,,"30.54, -97.62"
Vinlanders Social Club,Racist Skinhead,racist-skinhead,,Texas,TRUE,FALSE,Vinlanders Social Club,31.96,-99.9,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,https://www.splcenter.org/fighting-hate/extremist-files/group/vinlanders-social-club,"31.96, -99.9"
carolynyeager.net,Holocaust Denial,holocaust-denial,Kerrville,Texas,FALSE,TRUE,,30.045417,-99.151591,https://www.splcenter.org/fighting-hate/extremist-files/ideology/holocaust-denial,,"30.045417, -99.151591"
Probe Ministries,Anti-LGBT,anti-lgbt,Plano,Texas,FALSE,TRUE,,33.020871,-96.738694,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt,,"33.020871, -96.738694"
Stedfast Baptist Church,Anti-LGBT,anti-lgbt,Fort Worth,Texas,FALSE,TRUE,,32.775951,-97.400287,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt,,"32.775951, -97.400287"
